'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'2,'Text 8,"'The second body, the Joint High Command, is directed, according to the Treaty, 'to strengthen the defensive capability of the Warsaw Pact, to prepare military plans in case of war and to decide on the deployment of troops'. The Command consists of a Commander-in-Chief (C-in-C), a Defence Committee, made up of the six Defence Ministers of the Pact, which acts as an advisory body, and a Military Council. This body, which is modelled on a similar organization in the Soviet Armed Forces, meets under the chairmanship of the C-in-C, and includes the Chief of Staff (C of S) and permanent military representatives from each of the allied armed forces. (It seems to be the main channel through which the Pact's orders are transmitted to its forces in peacetime, and through which the East European forces are able to put their point of view to the C-in-C.) The Pact also has a Military Staff, which has been enlarged by additional non-Soviet senior officers. The posts of C-in-C and C of S of the Joint High Command have, however, always been held by Soviet officers, and most of the key positions are still in Soviet hands. In the event of war, the forces of the other Pact members would be operationally subordinate to the Soviet High Command. The command of the air defence system covering the whole Warsaw Pact area is centralized in Moscow and directed by the C-in-C of the Soviet Air Defence Forces.",'19,'93.79882813
'2,'Text 9,"'The Soviet forces in the Warsaw Pact area are organized as the Northern Group of Forces, with headquarters at Legnica in Poland; the Southern Group of Forces, with headquarters at Budapest;",'20,'78.12500000
'2,'Footer 1,"'Some of these meetings have been entitled Meetings of Ministers.",'21,'52.53906250
'3,'Page number 2,"'9",'22,'97.99804688
'3,'Text 10,"'the Group of Soviet Forces in Germany, with headquarters at Zossen-Wünsdorf, near Berlin; and the Central Group of Forces, consisting of five divisions in Czechoslovakia, with headquarters at Milovice, north of Prague. Soviet tactical air forces are stationed in Poland, East Germany, Hungary and Czechoslovakia.",'23,'97.07031250
'3,'Text 11,"'The Soviet Union has deployed tactical nuclear missiles in Eastern Europe. Most East European countries have displayed short-range SSM launchers, but there is no evidence that nuclear warheads for these missiles have been supplied to these countries. Soviet MRBM (and other strategic weapons) are based in the Soviet Union and remain under Soviet control.",'24,'74.90234375
'3,'Section header 4,"'BULGARIA",'25,'84.22851563
'3,'Text 12,"'Population: 8,555,000. Military service: Army and Air Force, 2 years; Navy, 3 years. Total regular forces: 148,000. Estimated GNP 1970: $8.9 billion. Defence expenditure 1970: 324 million leva ($279,000,000). 1.16 leva = $1.",'26,'94.04296875
'3,'Section header 5,"'Army: 117,000.",'27,'72.55859375
'3,'Section header 6,"'8 motorized rifle divisions (3 cadre).",'28,'46.09375000
'3,'Text 13,"'5 tank brigades.",'29,'28.58886719
'3,'Text 14,"'30 JS-3 and T-10 hy tanks; about 1,900 med tanks, mainly T-54, with some T-34, T-55 and T-62; PT-76 It tanks, and BTR-40P scout cars; BTR-50, BTR-60 and BTR-152 APC; over 500 85mm, 122mm, 130mm, and 152mm guns; SU-100 and JSU-122mm SP guns; FROG and Scud SSM; 57mm, 85mm and 100mm ATK guns; Snapper, Swatter and Sagger ATGW; ZSU-57 SP AA guns; SA-2 SAM.",'30,'96.04492188
'3,'Section header 7,"'Navy: 9,000.",'31,'56.39648438
'3,'List 1,"",'32,'81.54296875
'3,'Text 15 - Part of List 1,"'2 submarines.",'33,'95.99609375
'3,'Text 16 - Part of List 1,"'2 escorts.",'34,'94.14062500
'3,'Text 17 - Part of List 1,"'8 coastal escorts.",'35,'97.11914063
'3,'Text 18 - Part of List 1,"'2 minesweepers.",'36,'96.43554688
'3,'Text 19 - Part of List 1,"'2 minehunters.",'37,'93.65234375
'3,'Text 20 - Part of List 1,"'4 inshore minesweepers.",'38,'94.82421875
'3,'Text 21 - Part of List 1,"'12 motor torpedo boats (8 less than 100 tons).",'39,'95.31250000
'3,'Text 22 - Part of List 1,"'14 landing craft.",'40,'88.37890625
'3,'Text 23 - Part of List 1,"'A small Danube flotilla.",'41,'93.11523438
'3,'Section header 8,"'Air Force: 22,000; 252 combat aircraft.",'42,'41.11328125
'3,'List 2,"",'43,'59.57031250
'3,'Text 24 - Part of List 2,"'6 fighter-bomber squadrons with MiG-17.",'44,'89.35546875
'3,'Text 25 - Part of List 2,"'4 interceptor squadrons with MiG-21.",'45,'86.91406250
'3,'Text 26 - Part of List 2,"'3 interceptor squadrons with MiG-19.",'46,'92.57812500
'3,'Text 27 - Part of List 2,"'5 interceptor squadrons with MiG-17.",'47,'92.23632813
'3,'Text 28 - Part of List 2,"'1 reconnaissance squadron with II-28.",'48,'82.37304688
'3,'Text 29 - Part of List 2,"'(12 aircraft in a combat squadron.)",'49,'81.15234375
'3,'Text 30 - Part of List 2,"'2 reconnaissance squadrons with MiG-17C.",'50,'86.42578125
'3,'Text 31 - Part of List 2,"'4 Li-2, 6 An-2 and 10 Il-14 transports. About 40 Mi-4 helicopters.",'51,'83.59375000
'3,'Text 32 - Part of List 2,"'1 parachute regiment.",'52,'86.23046875
'3,'Text 33,"'Para-Military Forces: 15,000 including border security troops. A volunteer People's Militia of 150,000.",'53,'93.75000000
'3,'Section header 9,"'CZECHOSLOVAKIA",'54,'66.89453125
'3,'Text 34,"'Population: 14,700,000. Military service: Army 24 months; Air Force 27 months. Total regular forces: 185,000. Estimated GNP 1970: $30.3 billion. Defence expenditure 1970: 15,000 million crowns ($1,765,000,000). 8.5 crowns = $1.",'55,'87.40234375
'3,'Section header 10,"'Army: 145,000.",'56,'54.58984375
'3,'Text 35,"'4 tank divisions. 8 motorized rifle divisions. 1 airborne brigade. (All about 70 per cent of strength except 2 cadre motorized rifle divisions at 30 per cent strength.) About 100 JS-3 and T-10 hy tanks: about 3,400 med tanks, mostly T-55 and T-62, with some T-54 and T-34; OT-65 and FUG-1966 scout cars; BTR-50P, BTR-152, OT-62 and OT-64 APC; SU-100, SU-122, JSU-152 SP guns; 82mm and 120mm mortars; FROG and Scud SSM; 57mm, 85mm and 100mm ATk guns; Snapper, Swatter and Sagger ATGW; 47mm twin SP and 30mm AA guns; SA-2 SAM,",'57,'83.05664063
'3,'Text 36,"'Air Force: 40,000; 504 combat aircraft.",'58,'64.35546875
'3,'List 3,"",'59,'25.56152344
'3,'Text 37 - Part of List 3,"'12 ground-support squadrons with II-28, Su-7, MiG-15 and MiG-17.",'60,'84.42382813
'3,'Text 38 - Part of List 3,"'18 interceptor squadrons with MiG-17, MiG-19 and MiG-21.",'61,'85.30273438
'3,'Text 39 - Part of List 3,"'6 reconnaissance squadrons with MiG-15 and L-29",'62,'76.95312500
'3,'Text 40 - Part of List 3,"'(14 aircraft in a combat squadron.) About 50 Li-2, Il-14 and Il-18 transports. About 90 Mi-1, Mi-4 and Mi-8 helicopters.",'63,'55.46875000
'3,'Text 41,"'Para-Military Forces: Border troops (Pohranicki straz) - 35,000. A part-time People's Militia of about 120,000 is being increased to 250,000.",'64,'46.19140625
'4,'Page number 3,"'10",'65,'85.25390625
'4,'Title 4,"'GERMAN DEMOCRATIC REPUBLIC",'66,'42.06542969
'4,'Text 42,"'Population: 17,150,000. Military service: 18 months. Total regular forces: 126,000. Estimated GNP 1970: $34 billion. Defence budget 1971: 7,200 million Ostmarks ($2,124,000,000). 3.39 Ostmarks = $1.",'67,'88.42773438
'4,'Text 43,"'Army: 90,000.",'68,'49.31640625
'4,'Text 44,"'2 tank divisions. 4 motorized rifle divisions.",'69,'26.70898438
'4,'Text 45,"'About 100 T-10 and JS-3 hy tanks; about 2,200 med tanks, mostly T-54 and T-55, with some T-34 and T-62; about 125 PT-76 It tanks; SK-1 armd cars; BTR-40P scout cars; about 650 BTR-50P, BTR-60P and BTR-152 APC; SU-100 SP guns; 85mm, 122mm, 130mm and 152mm guns; FROG and Scud SSM: 57mm and 100mm ATk guns; Snapper, Swatter and Sagger ATGW; ZSU-57-2 SP, 57mm and 100mm AA guns.",'70,'53.51562500
'4,'Text 46,"'Navy: 16,000.",'71,'40.50292969
'4,'Text 47,"'4 destroyer escorts. 25 coastal escorts. 47 minesweepers. 12 Osa-class patrol boats with Styx SSM. 70 motor torpedo boats (less than 100 tons). 18 landing craft. 16 Mi-4 helicopters.",'72,'68.50585938
'4,'Text 48,"'Air Force: 20,000; 290 combat aircraft.",'73,'42.62695313
'4,'Text 49,"'2 interceptor squadrons with MiG-17. 16 interceptor squadrons with MiG-21. (16 aircraft in a combat squadron.) 30 transports, including An-2, Il-14 and Li-2. 20 Mi-1, Mi-4 and Mi-8 helicopters. An anti-aircraft division of 9,000 (5 regiments), with about 120 57mm and 100mm AA guns and with SA-2 SAM.",'74,'53.90625000
'4,'Text 50,"'Para-Military Forces: 46,000 border troops (Grenz- schutztruppe) including a Border Command separate from the regular army. 20,000 security troops. 350,000 in armed workers' organiza- tions (Betriebskampfgruppen).",'75,'91.79687500
'4,'Section header 11,"'HUNGARY",'76,'59.27734375
'4,'Text 51,"'Population: 10,320,000. Military service: 2-3 years. Total regular forces: 103,000. Estimated GNP 1970: $14.4 billion. Defence expenditure 1970: 8,900 million forints ($511,000,000). 17.4 forints = $1.",'77,'92.87109375
'4,'List 4,"",'78,'43.11523438
'4,'Text 52 - Part of List 4,"'Army: 90,000.",'79,'37.93945313
'4,'Text 53 - Part of List 4,"'2 tank divisions.",'80,'37.37792969
'4,'Text 54 - Part of List 4,"'5 motorized rifle divisions.",'81,'40.60058594
'4,'Text 55 - Part of List 4,"'2 SAM battalions with SA-2.",'82,'39.13574219
'4,'Text 56 - Part of List 4,"'T-10 hy tanks; about 1600 med tanks, mainly T-55, with some T-34, T-54 and T-62; 50 PT-76 It tanks; FUG-A armd cars; OT-65 scout cars; OT-64, OT-66 and BTR-152 APC; SU-100 and JSU-122 SP guns; about 400 76mm, 85mm and 122mm guns, and 122mm howitzers; FROG SSM; 57mm ATk guns; Snapper, Swatter and Sagger ATGW; ZSU-57 SP AA guns; SA-2 SAM.",'83,'42.26074219
'4,'Text 57,"'Navy: 500. There is a Danube flotilla of: 40 minesweepers. 20 patrol craft.",'84,'57.27539063
'4,'Text 58,"'Air Force: 12,500; 130 combat aircraft. 1 fighter-bomber/recce squadron with MiG-17. 10 interceptor squadrons with MiG-19 and MiG-21. (12 aircraft in a combat squadron.) About 25 An-2, Il-14 and Li-2 transport aircraft. About 6 Mi-1 and Mi-4 helicopters.",'85,'81.64062500
'4,'Text 59,"'Para-Military Forces: 27,000 security and border guard troops. 250,000 workers' militia.",'86,'71.77734375
'4,'Section header 12,"'POLAND",'87,'71.53320313
'4,'Text 60,"'Population: 33,200,000. Military service: Army and Air Force, 2 years; Navy and special services, 3 years; Internal security forces, 27 months. Total regular forces: 265,000. Estimated GNP 1970: $42.5 billion. Defence expenditure 1970: 35,300 million zloty ($2,220,000,000). 15.9 zloty=$1. Army: 190,000. 5 tank divisions. 8 motorized rifle divisions. 1 airborne division. 1 amphibious assault division. (Divisions are at 70 per cent of strength, except those in the Warsaw Military District which are at 30-50 per cent of strength.) 30 JS-3 and T-10 hy tanks; 3,400 med tanks, mostly T-54 and T-55, with some T-34 and T-62; about 150 PT-76 It tanks; FUG-A armd cars; BTR-40P scout cars; OT-62, OT-64 (Skot-2) and BTR M-1967 APC; ASU-57, SU-100, JSU-122 and JSU-152 SP g7ns; FROG and Scud SSM; 57mm, 85mm and 100mm anti- tank guns; Snapper, Swatter and Sagger ATGW; SA-2 SAM.",'88,'50.68359375
'5,'Page number 4,"'11",'89,'75.68359375
'5,'Text 61,"'Navy: 20,000 (including 1,000 marines).",'90,'81.05468750
'5,'List 5,"",'91,'89.25781250
'5,'Text 62 - Part of List 5,"'5 submarines.",'92,'95.31250000
'5,'Text 63 - Part of List 5,"'2 destroyers.",'93,'96.14257813
'5,'Text 64 - Part of List 5,"'30 coastal escorts/submarine chasers.",'94,'98.19335938
'5,'Text 65 - Part of List 5,"'24 fleet minesweepers.",'95,'97.46093750
'5,'Text 66 - Part of List 5,"'27 inshore minesweepers.",'96,'98.14453125
'5,'Text 67 - Part of List 5,"'12 Osa-class patrol boats with Styx SSM.",'97,'98.19335938
'5,'Text 68 - Part of List 5,"'20 torpedo boats (less than 100 tons).",'98,'97.16796875
'5,'Text 69 - Part of List 5,"'22 landing ships.",'99,'96.38671875
'5,'Text 70 - Part of List 5,"'45 naval aircraft, mostly MiG-17, with a few Il-28 It bombers, and some helicopters.",'100,'96.33789063
'5,'Text 71,"'Samlet cruise missiles for coastal defence.",'101,'88.18359375
'5,'Text 72,"'Air Force: 55,000; 730 combat aircraft.",'102,'58.49609375
'5,'Text 73,"'6 light bomber/recce squadrons with Il-28.",'103,'53.61328125
'5,'List 6,"",'104,'92.33398438
'5,'Text 74 - Part of List 6,"'12 fighter-bomber squadrons with MiG-17 and Su-7.",'105,'94.58007813
'5,'Text 75 - Part of List 6,"'40 interceptor squadrons with MiG-17, MiG-19 and MiG-21.",'106,'96.28906250
'5,'Text 76 - Part of List 6,"'3 reconnaissance squadrons with MiG-15 and MiG-17.",'107,'95.99609375
'5,'Text 77 - Part of List 6,"'(12 aircraft in a combat squadron.)",'108,'84.32617188
'5,'Text 78 - Part of List 6,"'About 45 An-2, An-12, Il-12, II-14, Il-18 and Li-2 transports.",'109,'92.87109375
'5,'Text 79 - Part of List 6,"'40 helicopters, including Mi-1 and Mi-4.",'110,'71.87500000
'5,'Text 80,"'Para-Military Forces: 65,000 security and border troops, including armoured brigades of the Frontier Defence Force, and operating 20 small patrol boats.",'111,'95.01953125
'5,'Section header 13,"'RUMANIA",'112,'53.80859375
'5,'Text 81,"'Population: 20,400,000. Military service: Army and Air Force, 16 months; Navy, 2 years. Total regular forces: 160,000. Estimated GNP 1970: $21.4 billion.",'113,'97.60742188
'5,'Text 82,"'Defence Budget 1971: 7,500 million lei ($798,000,000). 9.4 lei=$1.",'114,'69.67773438
'5,'Text 83,"'Army: 130,000.",'115,'90.47851563
'5,'Text 84,"'2 tank divisions.",'116,'96.19140625
'5,'Text 85,"'7 motorized rifle divisions.",'117,'95.75195313
'5,'Text 86,"'1 mountain brigade.",'118,'94.72656250
'5,'Text 87,"'1 airborne regiment.",'119,'91.30859375
'5,'Text 88,"'(All at about 90 per cent of strength.)",'120,'63.18359375
'5,'Text 89,"'A few JS-3 and T-10 hy tanks; 1,700 T-34, T-54, T-55 and T-62 med tanks; about 900 BTR-40, BTR-50P and BTR-152 APC; SU-100 and JSU-122 SP guns; 76mm, 122mm and 152mm guns; about 75 FROG SSM; 57mm, 85mm and 100mm ATK guns; Snapper, Swatter and Sagger ATGW; 37mm, 57mm and 100mm AA guns; SA-2 SAM.",'121,'87.79296875
'5,'List 7,"",'122,'52.92968750
'5,'Text 90 - Part of List 7,"'Navy: 9,000.",'123,'59.37500000
'5,'Text 91 - Part of List 7,"'6 coastal escorts.",'124,'77.53906250
'5,'Text 92 - Part of List 7,"'4 minesweepers.",'125,'75.19531250
'5,'Text 93 - Part of List 7,"'22 inshore minesweepers.",'126,'79.73632813
'5,'Text 94 - Part of List 7,"'5 Osa-class patrol boats with Styx SSM.",'127,'80.37109375
'5,'Text 95 - Part of List 7,"'12 motor torpedo boats (less than 100 tons).",'128,'84.86328125
'5,'Text 96 - Part of List 7,"'8 landing craft.",'129,'74.60937500
'5,'Text 97,"'Air Force: 21,000; 230 combat aircraft. 18 interceptor squadrons with MiG-17, MiG-19 and MiG-21. 1 reconnaissance squadron with II-28. (12 aircraft in a combat squadron.) 1 transport squadron with II-14 and Li-2. 10 Mi-4 helicopters.",'130,'70.31250000
'5,'Text 98,"'Para-Military Forces: 40,000, including border troops. A militia of about 500,000.",'131,'84.32617188
'5,'Section header 14,"'THE NORTH ATLANTIC TREATY",'132,'46.48437500
'5,'Section header 15,"'Treaties",'133,'44.84863281
'5,'Text 99,"'The North Atlantic Treaty was signed in 1949 by Belgium, Britain, Canada, Denmark, France, Iceland, Italy, Luxembourg, the Netherlands, Norway, Portugal and the United States; Greece and Turkey joined in 1952 and West Germany in 1955. The Treaty unites Western Europe and North America in a commitment to consult together if the security of any one member is threatened, and to consider an armed attack against one as an attack against all, to be met by such action as each of them deems necessary, 'including the use of armed force, to restore and maintain the security of the North Atlantic area'.",'134,'95.45898438
'6,'Page number 5,"'12",'135,'91.16210938
'6,'Text 100,"'The Paris Agreements of 1954, added a Protocol to the Treaty, strengthening the structure of NATO, and revised the Brussels Treaty of 1948, which now includes Italy and West Germany in addition to its original members (Benelux countries, Britain and France).",'136,'97.99804688
'6,'Text 101,"'The Brussels Treaty signatories are committed to give one another 'all the military and other aid and assistance in their power' if they are the subject of 'armed aggression in Europe'.",'137,'91.45507813
'6,'Text 102,"'Since 1969 members of the Atlantic Alliance can withdraw on one year's notice; the Brussels Treaty was signed for 50 years.",'138,'92.52929688
'6,'Section header 16,"'Organization",'139,'93.99414063
'6,'Text 103,"'The Organization of the North Atlantic Treaty is known as NATO. The governing body of the alliance, the North Atlantic Council, which has its headquarters in Brussels, consists of the Ministers of the fifteen member-countries, who normally meet twice a year, and, in permanent session, of ambassadors representing each government.",'140,'94.67773438
'6,'Text 104,"'In 1966, France left the integrated military organization and the 14-nation Defence Planning Committee (DPC), on which France does not sit, was formed. It meets at the same levels as the Council and deals with questions related to NATO's integrated military planning and other matters in which France does not participate. The Secretary-General and an international staff advise on the politico-military, financial, economic and scientific aspects of defence planning.",'141,'94.33593750
'6,'Text 105,"'Two permanent bodies for nuclear planning were established in 1966. The first, the Nuclear Defence Affairs Committee (NDAC) is open to all NATO members (France, Iceland and Luxem- bourg do not take part): it normally meets at Defence Minister level once or twice a year, to associate non-nuclear members in the nuclear affairs of the alliance. The Secretary-General is Chairman of the NDAC.",'142,'94.62890625
'6,'Text 106,"'The second, the Nuclear Planning Group (NPG), derived from and subordinate to the NDAC, has eight members, and is intended to go further into the details of topics raised there. The members in June 1971 were Britain, Canada, Germany, Italy, the Netherlands, Norway, Turkey and the United States (Belgium, Denmark and Greece had participated earlier). The Secretary-General also chairs the NPG.",'143,'93.89648438
'6,'Text 107,"'The Council's military advisors are the Military Committee, which gives policy direction to the NATO military commands. The Military Committee consists of the Chiefs of Staff of all member countries, except France, which maintains a liaison staff, and Iceland, which is not represented; in permanent session, the Chiefs of Staff are represented by Military Representatives who are located in Brussels together with the Council. The Military Committee has an independent Chair- man and is served by an integrated, international military staff. The major NATO Commanders are responsible to the Military Committee, although they also have direct access to the Council and heads of Governments.",'144,'95.50781250
'6,'Text 108,"'The principal military commands of NATO are Allied Command Europe (ACE), Allied Command Atlantic (ACLANT) and Allied Command Channel (ACCHAN).",'145,'65.33203125
'6,'Text 109,"'The NATO European and Atlantic Commands participate in the Joint Strategic Planning System at Omaha, Nebraska, but there is no Alliance Command specifically covering strategic nuclear forces. As for ballistic-missile submarines, the United States has committed a small number and Britain all hers to the planning control of SACEUR, and the United States a larger number to SACLANT.",'146,'93.50585938
'6,'Text 110,"'The Supreme Allied Commander Europe (SACEUR) and the Supreme Allied Commander Atlantic (SACLANT) have always been American officers; and the Commander-in-Chief Channel (CINCCHAN) and Deputy SACEUR and Deputy SACLANT British. SACEUR is also Com- mander-in-Chief of the United States forces in Europe.",'147,'92.82226563
'6,'Text 111,"'(i) ALLIED COMMAND EUROPE (ACE) has its headquarters known as SHAPE (Supreme Head- quarters, Allied Powers in Europe), at Casteau, near Mons, in Belgium. It is responsible for the",'148,'94.09179688
'7,'Page number 6,"'13",'149,'91.30859375
'7,'Text 112,"'defence of all NATO territory in Europe excluding Britain, France, Iceland and Portugal and of all Turkey. It also has general responsibility for the air defence of Britain.",'150,'97.36328125
'7,'Text 113,"'The European Command has some 7,000 tactical nuclear warheads in its area. There is a very wide range in the kiloton spectrum. The number of delivery vehicles (aircraft, missiles and howitzers) is about 2,250, spread among all countries, excluding Luxembourg. The nuclear explosives them- selves, however, are maintained in American custody. Tactical nuclear bombs and missile war- heads are all fission. The average yield of the bombs stockpiled in Europe for the use of NATO tactical aircraft is about 100 kilotons, and of the missile warheads, 20 kilotons.",'151,'94.82421875
'7,'Text 114,"'About 60 division equivalents are available to SACEUR in peacetime. The Command has some 2,900 tactical aircraft, based on about 150 standard NATO airfields and backed up by a system of jointly financed storage depots, fuel pipelines and signal communications. The majority of the land and air forces stationed in the Command are assigned to SACEUR while the naval forces are earmarked.",'152,'93.65234375
'7,'Text 115,"'The 2nd French Corps of two divisions (which is not integrated in NATO forces) is stationed in Germany under a status agreement reached between the French and German Governments. Co- operation with NATO forces and commands has been agreed between the commanders concerned.",'153,'86.32812500
'7,'Text 116,"'The ACE Mobile Force (AMF), has been formed as a NATO force with particular reference to the northern or south-eastern flanks. Found by eight countries, it consists of eight infantry battalion groups, an armoured reconnaissance squadron and ground-support fighter squadrons, but has no air transport of its own.",'154,'92.57812500
'7,'Text 117,"'The following Commands are subordinate to Allied Command Europe:",'155,'86.27929688
'7,'Text 118,"'(a) Allied Forces Central Europe (AFCENT) has command of both the land forces and the air forces in the Central European Sector. Its headquarters are at Brunssum, Netherlands, and its Commander (CINCENT) is a German general.",'156,'94.23828125
'7,'Text 119,"'The forces of the Central European Command include 21 divisions assigned by Belgium, Britain, Canada, West Germany, the Netherlands and the United States and about 1,700 tactical aircraft.",'157,'94.58007813
'7,'Text 120,"'The Command is sub-divided into Northern Army Group (NORTHAG) and Central Army Group (CENTAG). NORTHAG, responsible for the defence of the sector north of the Göttingen- Liège axis, includes the Belgian, British and Dutch divisions, four German divisions and is supported by 2nd Allied Tactical Air Force (ATAF), composed of Belgian, British, Dutch and German units. The American forces, seven German divisions and the Canadian battle group are under the Central Army Group, supported by the 4th ATAF which includes American, German and Canadian units, and an American Army Air Defense Command.",'158,'97.65625000
'7,'List 8,"",'159,'74.85351563
'7,'Text 121 - Part of List 8,"'(b) Allied Forces Northern Europe (AFNORTH) has its headquarters at Kolsaas, Norway, and is responsible for the defence of Denmark, Norway, Schleswig-Holstein and the Baltic Approaches. The Commander has always been a British General. Most of the Danish and Norwegian land, sea and tactical air forces are earmarked for it, and most of their active reserves assigned to it. Germany has assigned one division, two combat air wings and her Baltic fleet.",'160,'97.65625000
'7,'Text 122 - Part of List 8,"'(c) Allied Forces Southern Europe (AFSOUTH) has its headquarters at Naples, and its Commander (CINCSOUTH) has always been an American admiral. It is responsible for the defence of Italy, Greece and Turkey, and for safeguarding communications in the Mediterranean and the Turkish territorial waters of the Black Sea. The formations available include 14 divisions from Turkey, 12 from Greece and 7 from Italy, as well as the tactical air forces of these countries. Other forma- tions from these three countries have been earmarked for AFSOUTH, as have the United States 6th Fleet, and naval forces of Greece, Italy, Turkey and Britain. The ground-defence system is based on two separate commands: Southern, comprising Italy and the approaches to it, under an Italian Commander, and South-Eastern, comprising Greece and Turkey, under an American Commander. There is, however, an overall air command and there is a single naval command (NAVSOUTH), responsible to AFSOUTH with its headquarters in Malta.",'161,'97.41210938
'8,'Page number 7,"'14",'162,'90.72265625
'8,'Text 123,"'A special air surveillance unit, Maritime Air Forces Mediterranean (MARAIRMED), is now operating Italian, British and American patrol aircraft from bases in Greece, Turkey, Sicily, Malta and Italy. French aircraft are participating in these operations. Its Commander, an American rear- admiral, is immediately responsible to CINCSOUTH.",'163,'96.82617188
'8,'Text 124,"'The Allied On-Call Naval Force for the Mediterranean (NAVOCFORMED) has consisted of at least three destroyers, contributed by Italy, Britain and the United States, and three smaller ships provided by other Mediterranean countries, depending upon the area of operation.",'164,'96.14257813
'8,'List 9,"",'165,'37.37792969
'8,'Text 125 - Part of List 9,"'(ii) ALLIED COMMAND ATLANTIC (ACLANT) has its headquarters at Norfolk, Virginia, and is res- ponsible for the North Atlantic area from the North Pole to the Tropic of Cancer, including Portuguese coastal waters.",'166,'81.98242188
'8,'Text 126 - Part of List 9,"'In the event of war, its duties are to participate in the strategic strike and to protect sea com- munications. There are no forces assigned to the command in peacetime except Standing Naval Force Atlantic (STANAVFORLANT), which normally consists, at any one time, of four destroyer- type ships. However, for training purposes and in the event of war, forces which are predominantly naval are earmarked for assignment by Britain, Canada, Denmark, Netherlands, Portugal and the United States. There are arrangements for co-operation between French naval forces and those of SACLANT. There are five subordinate commands: Western Atlantic Command, Eastern Atlantic Command, Iberian Atlantic Command, Striking Fleet Atlantic and Submarine Command. The nucleus of the Striking Fleet Atlantic has been provided by the American 2nd Fleet with up to six attack carriers; their nuclear role is shared with the missile-firing submarines.",'167,'97.36328125
