'Page number,'Layout,'Text,'Reading Order,'Confidence score % (Layout)
'4,'Text 12 - Part of List 1,"'Military service: Army and Air Force 2 years, Navy 3 years. Total regular forces: 149,000 (94,000 conscripts). Estimated GNP 1980: $37.4 bn. Defence expenditure 1981: 924 m leva ($1.34 bn). $1 = 0.69 leva.",'29,'66.01562500
'4,'Section header 5 - Part of List 1,"'Army: 105,000 (70,000 conscripts).",'30,'68.01757813
'4,'Text 13 - Part of List 1,"'3 Military Districts:",'31,'53.80859375
'4,'Text 14 - Part of List 1,"'8 motor rifle divs.*",'32,'89.40429688
'4,'Text 15 - Part of List 1,"'5 tk bdes.",'33,'88.33007813
'4,'Text 16 - Part of List 1,"'3 SSM bdes with Scud.",'34,'93.35937500
'4,'Text 17 - Part of List 1,"'4 arty regts.",'35,'90.08789063
'4,'Text 18 - Part of List 1,"'3 AA arty regts.",'36,'93.65234375
'4,'Text 19 - Part of List 1,"'1 mountain bn.",'37,'92.72460938
'4,'Text 20 - Part of List 1,"'2 recce bns.",'38,'82.17773438
'4,'Text 21 - Part of List 1,"'Special commando coys.",'39,'64.59960938
'4,'Text 22 - Part of List 1,"'200 T-34, 1,600 T-54/-55, some 60 T-72 med tks; 290 BRDM-1/-2 scout cars; 1,500 BTR-60, FUG-70, 35 OT-62 APC; 76mm, 85mm, 100mm, 400 122mm, 130mm towed, SU-100 SP guns; 122mm, 100 152mm how; 100 BM-21 122mm MRL; 36 FROG-7, 30 Scud SSM; 90 57mm ATK guns; 82mm, 350 120mm, 160mm mor; 150 SPG-9 73mm, B-10 82mm RCL; Sag- ger, Snapper ATGW; 23mm, 37mm, 57mm, 85mm, 100mm towed, ZSU-23-4 SP AA guns; SA-6/-7 SAM.",'40,'95.26367188
'4,'Text 23 - Part of List 1,"'RESERVES: 200,000.",'41,'75.97656250
'4,'Text 24 - Part of List 1,"'Navy: 10,000 (6,000 conscripts); 12 combat hel.",'42,'86.27929688
'4,'Text 25 - Part of List 1,"'4 ex-Sov subs: 2 R-, 2 W-class.",'43,'91.89453125
'4,'Text 26 - Part of List 1,"'2 Riga frigates.",'44,'91.01562500
'4,'Text 27 - Part of List 1,"'3 Poti corvettes.",'45,'94.67773438
'4,'Text 28 - Part of List 1,"'8 patrol craft: 6 SO-1, 2 Kronshtadt.",'46,'93.40820313
'4,'Text 29 - Part of List 1,"'4 FAC(M) (3 Osa-I, 1 Osa-II) with Styx SSM.",'47,'94.38476563
'4,'Text 30 - Part of List 1,"'14 FAC(T): 6 Shershen, 8 P-4(.",'48,'90.62500000
'4,'Text 31 - Part of List 1,"'28 MCM vessels: 2 T-43 ocean, 4 Vanya coastal, 18 PO-2, 4 Yevgenya inshore.",'49,'93.75000000
'4,'Text 32 - Part of List 1,"'18 Vydra LCU, 9 MFP D-3 landing craft.",'50,'90.23437500
'4,'Text 33 - Part of List 1,"'1 underway replenishment ship.",'51,'91.50390625
'4,'Text 34 - Part of List 1,"'2 hel sqns: 1 ASW with 12 Mi-14 Haze; 1 SAR with 6 Mi-2, 6 Mi-4.",'52,'96.19140625
'4,'Text 35 - Part of List 1,"'2 coastal arty regts (1,000): 20 btys; 100mm, 150mm guns.",'53,'91.35742188
'4,'Text 36 - Part of List 1,"'2 indep Samlet SSM bns.",'54,'93.60351563
'4,'Text 37 - Part of List 1,"'3 Naval Guard coys.",'55,'92.62695313
'4,'Text 38 - Part of List 1,"'Bases: Varna, Burgas, Sozopol, Atiya.",'56,'79.00390625
'4,'Text 39,"'RESERVES: 20,000.",'57,'65.91796875
'4,'Text 40,"'Air Force: 34,000 (18,000 conscripts); some 248 combat ac, some 12 armed hel.",'58,'67.04101563
'4,'Text 41,"'1 air division: 3 combat regts:",'59,'39.89257813
'4,'Text 42,"'6 FGA sqns with 64 MiG-17, some 20 MiG-23. 8 interceptor sqns: 6 with 80 MiG-21; 2 with 60 MiG-17.",'60,'72.02148438
'4,'List 2,"",'61,'62.59765625
'4,'Text 43 - Part of List 2,"'2 recce sqns with 24 MiG-17.",'62,'74.56054688
'4,'Text 44 - Part of List 2,"'1 tpt regt with 10 II-14, 4 An-24, 2 Tu-134, 9 An-2.",'63,'82.56835938
'4,'Text 45 - Part of List 2,"'1 hel regt with 30 Mi-2, 40 Mi-4/-8, 12 Mi-24, 12 Ka-26.",'64,'75.83007813
'4,'Text 46 - Part of List 2,"'Trg ac incl 80 L-29, Yak-11/-18, 30 MiG- 15UTI.",'65,'81.15234375
'4,'Text 47 - Part of List 2,"'AAM: AA-1 Alkali, AA-2 Atoll.",'66,'72.41210938
'4,'Text 48 - Part of List 2,"'1 para regt.",'67,'78.71093750
'4,'Text 49 - Part of List 2,"'1 air defence division: 3 air defence zones: Some 22 SAM sites with 150 SA-2/-3.",'68,'81.00585938
'4,'Text 50,"'RESERVES: 20,000",'69,'76.61132813
'4,'Text 51,"'Para-Military Forces: 15,000 Ministry of Interior border guards, 16 bdes; 10,000 security police; 150,000 People's Territorial Militia; 'Voluntary Organization for Co-operation in National De- fence'.:",'70,'80.02929688
'4,'Section header 6,"'CZECHOSLOVAKIA",'71,'68.99414063
'4,'Text 52,"'Population: 15,400,000. Military service: Army 2 years, Air Force 3 years. Total regular forces: 194,000 (117,000 conscripts). Estimated GNP 1980: $92 bn. Defence expenditure 1980: 22.4 bn koruny ($3.52 bn). $1 = 6.36 koruny.",'72,'87.64648438
'4,'Section header 7,"'Army: 140,000 (100,000 conscripts).",'73,'44.45800781
'4,'List 3,"",'74,'46.48437500
'4,'Text 53 - Part of List 3,"'2 Military Districts:",'75,'81.00585938
'4,'Text 54 - Part of List 3,"'5 armd divs (2 at Category 2 status).",'76,'83.69140625
'4,'Text 55 - Part of List 3,"'5 motor rifle divs.*",'77,'83.15429688
'4,'Text 56 - Part of List 3,"'1 arty div: 2 arty, 2 AA, 3 Scud SSM bdes, 2 ATK regts (6 bns).",'78,'89.40429688
'4,'Text 57 - Part of List 3,"'1 AB bde.",'79,'83.88671875
'4,'Text 58 - Part of List 3,"'6 engr bdes.",'80,'82.56835938
'4,'Text 59 - Part of List 3,"'3,400 T-54/-55, 20 T-72 med tks; 680 OT-65, BRDM scout cars; 650 BMP MICV, 3,000 OT-62/-64/-810 and TOPAZ (BTR-50) APC; 85mm, 150 100mm, 400 122mm, 50 130mm guns; 230 152mm SP how (incl truck-mounted); 150 RM-70 122mm, 120 M-51 130mm MRL; 40 FROG, 27 Scud SSM; 81mm mor; 125 82mm RCL; 150 AT-4 Spigot, Sagger ATGW; 500 57mm towed, M-53/-59 30mm AA guns; SA-4/-6/-7 SAM.",'81,'90.72265625
'4,'Text 60,"'RESERVES: 295,000 (liability to age 50).",'82,'82.17773438
'4,'Text 61,"'Air Force: 54,000 (17,000 conscripts); 471 combat ac, some 12 armed hel.",'83,'84.32617188
'4,'Text 62,"'* East European Warsaw Pact divs are of three categories with different manning (and hence readiness) levels. Category 1 formations are at up to three-quarters of establishment strength; Category 2 at up to half; Cate- gory 3 little more than cadres. t May be non-operational. + These 'voluntary' organizations correspond to the DOSAAF organization in the Soviet Union (see p. 14).",'84,'28.41796875
'5,'Header 6,"'WARSAW PACT",'85,'55.71289063
'5,'Page number 4,"'19",'86,'83.05664063
'5,'List 4,"",'87,'25.34179688
'5,'Text 63 - Part of List 4,"'2 air armies: 3 air divs: 15 combat regts:",'88,'75.00000000
'5,'Text 64 - Part of List 4,"'14 FGA sqns: 6 with 80 Su-7BM/U; 1 with 12 MiG-23, 3 with 42 MiG-21/-21U; 3 with 30 MiG-15.",'89,'94.97070313
'5,'Text 65 - Part of List 4,"'18 interceptor sqns with 252 MiG-21/-21U/-23.",'90,'83.93554688
'5,'Text 66 - Part of List 4,"'3 recce sqns: 1 with 25 MiG-21RF; 2 with 30 L-29/-39.",'91,'94.62890625
'5,'Text 67 - Part of List 4,"'2 tpt regts with 6 An-24, 40 II-14, 1 Tu-134, LET L-410M, Tu-154B.",'92,'96.24023438
'5,'Text 68 - Part of List 4,"'1 hel regt, 3 indep hel sqns with Mi-1/-2, 70 Mi-4, 20 Mi-8, 12 Mi-24.",'93,'92.67578125
'5,'Text 69 - Part of List 4,"'Trg ac incl 150 L-29, 24 L-39, Zlin 326. AAM: AA-2 Atoll.",'94,'70.01953125
'5,'Text 70 - Part of List 4,"'3 air defence divs:",'95,'29.66308594
'5,'Text 71 - Part of List 4,"'6 SAM regts: some 30 sites with 200 SA-2/-3.",'96,'59.27734375
'5,'Text 72 - Part of List 4,"'RESERVES: 30,000.",'97,'44.26269531
'5,'Text 73 - Part of List 4,"'Para-Military Forces: 11,000 border troops: 7 bdes, 28 bns, some AFV, ATK guns; 24,000 Interior Guard; 2,500 Civil Defence Troops; about 120,000 part-time People's Militia. 'Association for Co-operation with the Army'.",'98,'90.57617188
'5,'Section header 8 - Part of List 4,"'GERMAN DEMOCRATIC REPUBLIC",'99,'48.33984375
'5,'Text 74 - Part of List 4,"'Population: 16,750,000. Military service: Army, Border Guard 18 months; Navy and Air Force 24 months. Total regular forces: 167,000 (92,000 conscripts). Estimated GNP 1980: $106 bn. Defence expenditure 1981: 14.1 bn ostmarks ($6.96 bn). $1 = 2.03 ostmarks.",'100,'87.25585938
'5,'Text 75 - Part of List 4,"'Army: 113,000 (67,000 conscripts).",'101,'51.46484375
'5,'Text 76 - Part of List 4,"'2 Military Districts, 2 Army HQ:",'102,'69.33593750
'5,'Text 77 - Part of List 4,"'2 tk divs (each 3 tk, 1 motor rifle regts). *",'103,'91.01562500
'5,'Text 78 - Part of List 4,"'4 motor rifle divs (each 1 tk, 3 motor rifle regts).",'104,'95.16601563
'5,'Text 79 - Part of List 4,"'2 SSM bdes with Scud.",'105,'94.04296875
'5,'Text 80 - Part of List 4,"'2 arty regts.",'106,'94.87304688
'5,'Text 81 - Part of List 4,"'2 AA regts with 57mm, 100mm guns.",'107,'96.19140625
'5,'Text 82 - Part of List 4,"'2 AD regts with SA-4 SAM.",'108,'94.38476563
'5,'Text 83 - Part of List 4,"'3 sigs regts.",'109,'93.89648438
'5,'Text 84 - Part of List 4,"'1 engr regt and 2 engr bns.",'110,'90.72265625
'5,'Text 85 - Part of List 4,"'1 railway construction regt.",'111,'93.21289063
'5,'Text 86 - Part of List 4,"'2 ATK bns.",'112,'91.60156250
'5,'Text 87 - Part of List 4,"'2 AB bns.",'113,'86.03515625
'5,'Text 88 - Part of List 4,"'About 1,500 T-54/-55, T-72 med tks (1,600 more tks in storage); 880 BRDM-1/-2 and FUG-70 scout cars; 700 BMP MICV, 1,000 BTR-50P/- 60P/-152 APC; 335 122mm, 100 130mm, 72 152mm, guns/how, incl M-1973 152mm SP; 108 RM-70 122mm MRL; 24 FROG-7, 18 Scud B SSM; 250 120mm mor; 120 100mm ATK guns; AT-3 Sagger, AT-4 Spigot ATGW; 48 57mm, 48 100mm towed, 96 ZSU-23-4 SP AA guns; SA-4/-6/-7/-9 SAM.",'114,'93.55468750
'5,'Text 89 - Part of List 4,"'Navy: 16,000 (10,000 conscripts).",'115,'74.90234375
'5,'Text 90 - Part of List 4,"'3 sqns.",'116,'87.20703125
'5,'Text 91 - Part of List 4,"'2 Rostock frigates (ex-Sov Koni).",'117,'87.69531250
'5,'Text 92 - Part of List 4,"'RESERVES: 250,000.",'118,'60.30273438
'5,'Text 93 - Part of List 4,"'1 Koralle corvette (more building).",'119,'91.21093750
'5,'Text 94 - Part of List 4,"'12 Hai large patrol craft.",'120,'89.55078125
'5,'Text 95 - Part of List 4,"'15 Osa-I FAC(M) with Styx SSM.",'121,'89.01367188
'5,'Text 96 - Part of List 4,"'49 FAC(T): 18 Shershen, 31 Libelle",'122,'91.30859375
'5,'Text 97 - Part of List 4,"'50 coastal minesweepers: 14 Kondor-I, 36-II.",'123,'90.47851563
'5,'Text 98 - Part of List 4,"'12 Frosch LST.",'124,'89.59960938
'5,'Text 99 - Part of List 4,"'2 Kondor-I intelligence collection vessels (AGI).",'125,'88.86718750
'5,'Text 100 - Part of List 4,"'8 supply ships and tankers, incl 2 modified Frosch It tpts.",'126,'83.59375000
'5,'Text 101 - Part of List 4,"'1 hel sqn with 8 Mi-4, 5 Mi-8.",'127,'76.07421875
'5,'Text 102 - Part of List 4,"'Coastal Frontier Brigade (3,000): 12 inf, arty bns, 8 boat sqns; 18 vessels, 152mm guns, Samlet SSM.",'128,'86.08398438
'5,'Text 103 - Part of List 4,"'Bases: Peenemünde, Rostock/Warnemünde, Sass- nitz, Wolgast, Tarnewitz.",'129,'62.25585938
'5,'Text 104 - Part of List 4,"'RESERVES: 25,000.",'130,'56.20117188
'5,'Text 105 - Part of List 4,"'Air Force: 38,000 (15,000 conscripts); 359 combat ac, 5 armed hel.",'131,'74.31640625
'5,'Text 106 - Part of List 4,"'2 air divs:",'132,'56.39648438
'5,'Text 107 - Part of List 4,"'4. FGA sqns: 3 with 35 MiG-17; 1 with 12 MiG-23.",'133,'76.70898438
'5,'Text 108 - Part of List 4,"'1 recce sqn with 12 MiG-21.",'134,'77.44140625
'5,'Text 109 - Part of List 4,"'Air Defence Command:",'135,'72.80273438
'5,'Text 110 - Part of List 4,"'2 air divs:",'136,'74.75585938
'5,'Text 111 - Part of List 4,"'6 AD regts: 18 sqns with 300 MiG- 21F/MF/FL/R/U/-23.",'137,'86.27929688
'5,'Text 112 - Part of List 4,"'7 SAM regts, some 30 sites with 200 SA-2/-3.",'138,'88.72070313
'5,'Text 113 - Part of List 4,"'2 radar regts.",'139,'50.09765625
'5,'Text 114 - Part of List 4,"'1 tpt regt: 3 tpt sqns with 20 II-14, 15 Tu-134, An-2, An-14.",'140,'80.41992188
'5,'Text 115 - Part of List 4,"'2 hel regts: 6 hel sqns with 40 Mi-2/-4, 70 Mi-8, 15 Mi-24.",'141,'89.11132813
'5,'Text 116 - Part of List 4,"'Trg ac incl Yak-11, L-29/-39, Zlin 226, MiG- 15UTI.",'142,'78.61328125
'5,'Text 117 - Part of List 4,"'AAM: AA-2 Atoll. ASM: AT-3 Sagger ATGW. RESERVES: 30,000.",'143,'35.88867188
'5,'Text 118 - Part of List 4,"'Forces abroad: Algeria; Angola (800); Ethiopia; Libya (1,600); Mozambique; S. Yemen (100); Syria.",'144,'72.94921875
'5,'Text 119 - Part of List 4,"'Para-Military Forces: 70,200. 46,500 border guards: 18 border, 2 indep, 1 special, 6 trg regts with some 66 bns, 1 boat sqn with 24 patrol craft. 1 MFS Guard (Berlin) regt (6,200): 4 motor rifle, 1 hy, 1 trg bns; FUG-70 AFV, 85mm, 100mm ATK, 120mm mor, ZU-23 AA guns, hel. 17,500 security troops: 21 bns; APC, 82mm mor. Workers' Militia: 15,000 combat groups; AFV, APC, 76mm ATK, 82mm, 20mm mor, 23mm, 37mm AA guns. 'Sport and Tech- nology Association': 450,000 (75% active); 1 central and 14 regional gps, small arms.",'145,'85.69335938
'6,'Page number 5,"'20",'146,'94.77539063
'6,'Header 7,"'WARSAW PACT",'147,'73.38867188
'6,'Section header 9,"'HUNGARY",'148,'41.77246094
'6,'Text 120,"'Population: 10,740,000. Military service (incl Border Guard): 18 months. Total regular forces: 101,000 (58,000 conscripts). Estimated GNP 1980: $46 bn.",'149,'67.72460938
'6,'Text 121,"'Defence expenditure 1981: 19.06 bn forints",'150,'32.37304688
'6,'Text 122,"'($1.24 bn). $1 = 15.37 forints.",'151,'30.02929688
'6,'Section header 10,"'Army: 80,000 (50,000 conscripts) incl Danube",'152,'42.52929688
'6,'List 5,"",'153,'35.71777344
'6,'Text 123 - Part of List 5,"'Flotilla.",'154,'54.78515625
'6,'Text 124 - Part of List 5,"'1 tk div.*",'155,'68.40820313
'6,'Text 125 - Part of List 5,"'5 motor rifle divs.*",'156,'69.43359375
'6,'Text 126 - Part of List 5,"'1 arty, 1 AA arty, 1 SAM regts, 1 SSM bde with Scud.",'157,'87.93945313
'6,'Text 127 - Part of List 5,"'1 AB bn.",'158,'52.63671875
'6,'Text 128 - Part of List 5,"'About 1,200 T-54/-55, 30 T-72 med, 100 PT-76 It tks; 60 BMP-1 MICV; about 300 BRDM and some 400 FUG-65 scout cars; 1,400 PSzH (FUG-70) APC; 250 122mm, 18 122mm SP how; 100 152mm gun/how; 50 BM-21 122mm MRL; 24 FROG, 12 Scud SSM; 300 82mm, 100 120mm mor; 150 SPG-9 73mm, 107mm RCL; 150 85mm, 100mm ATK guns; 100 Sagger, Snapper ATGW; 150 57mm towed, 50 ZSU-23-4 and ZSU-57-2 SP AA guns; 50 SA-6, 300 SA-7, 50 SA-9 SAM.",'159,'96.04492188
'6,'Text 129,"'Danube Flotilla (part of Army): 700.",'160,'50.78125000
'6,'Text 130,"'10 100-ton patrol craft, some river MCM, 5 small landing craft, some small tp tpts.",'161,'94.77539063
'6,'Text 131,"'Air Force: 21,000 (8,000 conscripts); 130 combat ac, 12 armed hel.",'162,'83.54492188
'6,'List 6,"",'163,'61.52343750
'6,'Text 132 - Part of List 6,"'1 air div:",'164,'62.59765625
'6,'Text 133 - Part of List 6,"'2 AD fighter regts: 6 interceptor sqns with 115 MiG-21/F/PF/U, 15 MiG-23.",'165,'89.11132813
'6,'Text 134 - Part of List 6,"'1 tpt regt: 2 tpt sqns with 24 An-2/-24/-26, II-14, 2 Tu-134.",'166,'93.84765625
'6,'Text 135 - Part of List 6,"'1 hel regt: 3 hel sqns: 1 with 35 Mi-4/-8, 1 with 12 Mi-24, 1 with 12 Ka-26.",'167,'94.48242188
'6,'Text 136 - Part of List 6,"'Trg ac incl Yak-11/-18, L-29, MiG-15UTI. AAM: AA-2 Atoll.",'168,'91.79687500
'6,'Text 137 - Part of List 6,"'1 AD div:",'169,'59.81445313
'6,'Text 138 - Part of List 6,"'3 SAM regts, some 20 sites with 120 SA-2/-3. RESERVES (all services): 143,000.",'170,'90.18554688
'6,'Section header 11,"'POLAND",'171,'60.30273438
'6,'Text 139,"'Para-Military Forces: 15,000 border guards (11,000 conscripts); 11 districts. 60,000 part- time Worker's Militia. 'Sport Association for National Defence'.",'172,'91.84570313
'6,'Text 140,"'Population: 35,900,000.",'173,'53.12500000
'6,'Text 141,"'Military service: Army, internal security forces, Air Force 2 years; Navy, special services 3 years.",'174,'96.14257813
'6,'Text 142,"'Total regular forces: 319,500 (187,000 conscripts). Estimated GNP 1980: $155 bn.",'175,'94.48242188
'6,'Text 143,"'Defence expenditure 1980: 70.4 bn zloty ($4.67 bn). $1 = 13.9 zloty.",'176,'71.38671875
'6,'Text 144,"'Army: 210,000 (154,000 conscripts).",'177,'79.58984375
'6,'List 7,"",'178,'38.50097656
'6,'Text 145 - Part of List 7,"'3 Military Districts.",'179,'95.01953125
'6,'Text 146 - Part of List 7,"'5 armd divs.*",'180,'94.97070313
'6,'Text 147 - Part of List 7,"'8 mech divs.*",'181,'95.36132813
'6,'Text 148 - Part of List 7,"'1 AB div.*",'182,'94.87304688
'6,'Text 149 - Part of List 7,"'1 amph assault div.*",'183,'93.89648438
'6,'Text 150 - Part of List 7,"'3 arty bdes, 1 arty regt, 5 AA arty regts.",'184,'94.14062500
'6,'Text 151 - Part of List 7,"'3 ATK regts.",'185,'91.79687500
'6,'Text 152 - Part of List 7,"'1 SAM bde with SA-4,",'186,'91.50390625
'6,'Text 153 - Part of List 7,"'4 SSM bdes with Scud.",'187,'90.28320313
'6,'Text 154 - Part of List 7,"'3,400 T-54/-55, 30 T-72 med, 130 PT-76 It tks; 2,000 OT-65 and BRDM-1/-2 scout cars; 5,500 BMP-1, OT-62/-64 APC; 400 76mm, 100mm, 122mm guns; 122mm incl SP, 250 152mm guns/how; 250 BM-21 122mm, 140mm, 240mm MRL; 51 FROG-3/-7, 36 Scud SSM; 680 57mm, 85mm towed, ASU-85 SP ATK guns; 600 82mm, 120mm mor; 73mm, 82mm, 107mm RCL; Snapper, AT-4 Spigot, Sagger ATGW; 400 23mm, 57mm, 85mm and 100mm towed, 100 ZSU-23-4 SP AA guns; SA-4/-6/-7/-9 SAM.",'188,'90.82031250
'6,'Text 155,"'Forces Abroad: Syria (UNDOF): 129.",'189,'85.74218750
'6,'Text 156,"'Navy: 22,500 (6,000 conscripts).",'190,'87.45117188
'6,'List 8,"",'191,'80.56640625
'6,'Text 157 - Part of List 8,"'4 W-class submarines.",'192,'91.50390625
'6,'Text 158 - Part of List 8,"'1 Kotlin destroyer with twin Goa SAM.",'193,'94.14062500
'6,'Text 159 - Part of List 8,"'13 Osa FAC(M) with Styx SSM.",'194,'89.16015625
'6,'Text 160 - Part of List 8,"'17 FAC(T): 4 Pilica, 10 Wisla<, 3 P-6<.",'195,'92.38281250
'6,'Text 161 - Part of List 8,"'23 large patrol craft: 13 Obluze, 1 Oksywie, 9 Gdansk (some coastguard).",'196,'95.11718750
'6,'Text 162 - Part of List 8,"'23 ocean minesweepers: 12 Krogulec, 11 T-43.",'197,'91.16210938
'6,'Text 163 - Part of List 8,"'25 K-8 minesweeping boats.",'198,'88.42773438
'6,'Text 164 - Part of List 8,"'23 Polnocny LCT, 4 Marabut LCM, 15 Eichstaden LCA.",'199,'92.28515625
'6,'Text 165 - Part of List 8,"'3 intelligence vessels (AGI): 1 B-10, 2 Moma,",'200,'71.63085938
'6,'Text 166 - Part of List 8,"'1 Naval Aviation Div (52 combat aircraft):",'201,'52.05078125
'6,'Text 167 - Part of List 8,"'1 attack regt: 3 sqns with 42 MiG-17.",'202,'47.36328125
'6,'Text 168 - Part of List 8,"'1 recce sqn with 10 II-28.",'203,'49.90234375
'6,'Text 169 - Part of List 8,"'1 hel regt: 2 sqns with 25 Mi-2/-4/-8. SSM: Styx/Samlet.",'204,'60.40039063
'6,'Text 170,"'Bases: Gydnia, Hel, Swinoujscie, Kolobrzeg, Ustka.",'205,'82.95898438
'6,'Text 171,"'Air Force: 87,000 (27,000 conscripts); 705 combat ac, 5 armed hel.",'206,'65.38085938
'6,'List 9,"",'207,'52.83203125
'6,'Text 172 - Part of List 9,"'4 air divs:",'208,'42.26074219
